"ueln" "ncapa_fenotipica" "n_dilucion_capa_feno" "sexo" "nclase_3_imbreding" "n_lustro" "vcabeza_entreojos"
"724015160324846" 4 1 2 1 3 0
"724015160324848" 4 1 1 3 3 1
"724015160324850" 4 1 2 2 3 1
"724015160324855" 1 1 2 1 3 1
"724015160324860" 4 1 2 1 3 1
"724015160324866" 4 1 2 3 3 0
"724015160324869" 2 1 1 1 3 1
"724015160324873" 1 1 2 1 3 1
"724015160324878" 4 1 2 1 3 0
"724015160324887" 4 1 2 1 3 0
"724015160324895" 4 1 2 1 3 1
"724015160324900" 4 1 2 2 3 0
"724015160324909" 1 1 1 1 3 1
"724015160324911" 1 1 1 1 3 1
"724015160324913" 1 1 2 1 3 1
"724015160324915" 1 1 2 1 3 0
"724015160324916" 4 1 1 1 3 1
"724015160324920" 4 1 1 1 3 0
"724015160324922" 1 1 2 1 3 1
"724015160324926" 1 1 2 1 3 0
"724015160324927" 1 1 2 1 3 0
"724015160324931" 4 1 1 2 3 1
"724015160324935" 4 1 2 3 3 0
"724015160324942" 1 1 1 1 3 1
"724015160324944" 1 1 2 1 3 0
"724015160324947" 1 1 2 1 3 1
"724015160324955" 1 1 1 1 3 1
"724015160324967" 1 1 2 1 3 0
"724015160324969" 1 1 2 2 3 1
"724015160324972" 1 1 2 1 3 1
"724015160324974" 1 1 2 1 3 0
"724015160324977" 1 1 2 1 3 1
"724015160324979" 4 1 1 1 3 1
"724015160324983" 4 1 1 1 3 1
"724015160324984" 1 1 2 1 3 0
"724015160324987" 2 1 1 1 3 1
"724015160324992" 4 1 1 1 3 0
"724015160324997" 1 1 2 1 3 0
"724015160325001" 4 1 2 1 3 0
"724015160325002" 4 1 2 3 3 0
"724015160325003" 1 1 2 2 3 0
"724015160325006" 1 1 2 1 3 1
"724015160325009" 4 1 1 1 3 0
"724015160325010" 1 1 2 1 3 1
"724015160325023" 3 1 1 1 3 1
"724015160325031" 1 1 2 1 3 1
"724015160325033" 2 1 1 1 3 1
"724015160325034" 4 1 2 1 3 1
"724015160325042" 2 1 2 1 3 0
"724015160325046" 1 1 1 3 3 0
"724015160325047" 1 1 2 1 3 1
"724015160325049" 1 1 1 1 3 1
"724015160325052" 1 1 2 1 3 0
"724015160325053" 4 1 2 1 3 0
"724015160325054" 1 1 1 1 3 0
"724015160325056" 1 1 2 3 3 0
"724015160325057" 1 1 2 3 3 0
"724015160325059" 1 1 2 1 3 0
"724015160325068" 4 1 2 1 3 1
"724015160325069" 3 1 2 1 3 0
"724015160325071" 4 1 2 1 3 0
"724015160325075" 4 1 2 1 3 0
"724015160325080" 3 1 1 1 3 0
"724015160325082" 4 1 2 1 3 0
"724015160325086" 1 1 2 1 3 0
"724015160325091" 1 1 2 1 3 0
"724015160325092" 4 1 2 1 3 0
"724015160325093" 3 1 2 1 3 1
"724015160325095" 4 1 1 1 3 0
"724015160325096" 3 1 2 1 3 0
"724015160325097" 1 1 2 1 3 1
"724015160325101" 1 1 2 1 3 1
"724015160325102" 1 1 2 2 3 0
"724015160325106" 4 1 2 1 3 1
"724015160325109" 4 1 2 3 3 0
"724015160325120" 1 1 2 1 3 1
"724015160325124" 1 1 2 1 3 1
"724015160325127" 1 1 2 1 3 0
"724015160325129" 4 1 2 2 3 1
"724015160325131" 2 1 1 1 3 0
"724015160325137" 3 1 1 1 3 0
"724015160325138" 2 1 1 1 3 0
"724015160325143" 1 1 1 1 3 0
"724015160325145" 4 1 2 1 3 1
"724015160325167" 1 1 2 1 3 0
"724015160325169" 1 1 1 1 3 1
"724015160325170" 1 1 2 3 3 0
"724015160325173" 1 1 2 1 3 0
"724015160325178" 1 1 2 1 3 1
"724015160325189" 4 1 2 1 3 1
"724015160325196" 4 1 1 3 3 0
"724015160325200" 2 1 2 1 3 0
"724015160325201" 1 1 1 1 3 1
"724015160325205" 3 1 2 1 3 0
"724015160325211" 4 1 2 1 3 0
"724015160325214" 3 1 2 1 3 1
"724015160325220" 4 1 1 1 3 1
"724015160325221" 4 1 2 1 3 1
"724015160325230" 1 1 1 2 3 1
"724015160325232" 1 1 2 1 3 1
"724015160325235" 4 1 2 1 3 1
"724015160325239" 4 1 2 1 3 1
"724015160325240" 1 1 1 1 3 1
"724015160325242" 1 1 2 1 3 1
"724015160325246" 4 1 2 1 3 1
"724015160325249" 4 1 2 1 3 1
"724015160325255" 4 1 2 1 3 1
"724015160325256" 2 1 2 1 3 0
"724015160325257" 4 1 1 1 3 0
"724015160325259" 4 1 2 1 3 1
"724015160325267" 4 1 2 2 3 1
"724015160325268" 4 1 2 1 3 0
"724015160325272" 1 1 2 1 3 0
"724015160325274" 4 1 2 1 3 1
"724015160325278" 4 1 1 1 3 0
"724015160325279" 3 1 2 1 3 1
"724015160325282" 1 1 2 1 3 0
"724015160325287" 3 1 2 1 3 0
"724015160325291" 4 1 1 1 3 1
"724015160325292" 4 1 2 1 3 0
"724015160325296" 4 1 1 3 3 1
"724015160325299" 4 1 2 1 3 1
"724015160325304" 4 1 2 2 3 0
"724015160325316" 2 1 2 1 3 1
"724015160325318" 4 1 1 1 3 0
"724015160325319" 4 1 1 1 3 1
"724015160325329" 2 1 2 1 3 1
"724015160325331" 1 1 2 1 3 1
"724015160325334" 4 1 2 1 3 0
"724015160325335" 1 1 2 2 3 1
"724015160325336" 1 1 1 1 3 0
"724015160325338" 1 1 2 1 3 0
"724015160325339" 1 1 1 1 3 0
"724015160325344" 4 1 2 1 3 1
"724015160325347" 2 1 1 2 3 1
"724015160325349" 4 1 2 1 3 1
"724015160325357" 3 1 1 2 3 1
"724015160325362" 4 1 2 1 3 0
"724015160325363" 1 1 2 1 3 0
"724015160325367" 2 1 1 2 3 1
"724015160325372" 4 1 2 1 3 1
"724015160325376" 2 1 1 1 3 1
"724015160325383" 1 1 2 1 3 1
"724015160325390" 3 1 1 1 3 1
"724015160325393" 4 1 1 3 3 0
"724015160325397" 4 1 2 1 3 0
"724015160325403" 1 1 1 1 3 1
"724015160325405" 2 1 2 1 3 1
"724015160325409" 4 1 2 1 3 1
"724015160325413" 1 1 1 1 3 1
"724015160325414" 4 1 2 3 3 0
"724015160325415" 4 1 2 1 3 1
"724015160325417" 4 1 2 1 3 0
"724015160325424" 4 1 1 1 3 0
"724015160325429" 4 1 2 1 3 1
"724015160325431" 2 1 1 1 3 0
"724015160325439" 4 1 1 1 3 1
"724015160325441" 1 1 2 1 3 1
"724015160325444" 4 1 1 1 3 1
"724015160325446" 1 1 2 1 3 1
"724015160325451" 1 1 2 1 3 1
"724015160325454" 1 1 1 1 3 1
"724015160325456" 2 1 2 1 3 0
"724015160325458" 1 1 2 1 3 0
"724015160325459" 4 1 2 1 3 1
"724015160325462" 1 1 2 1 3 1
"724015160325464" 4 1 2 1 3 1
"724015160325469" 4 1 2 1 3 0
"724015160325472" 4 1 2 1 3 0
"724015160325474" 3 1 1 1 3 0
"724015160325475" 4 1 2 1 3 0
"724015160325478" 4 1 2 1 3 0
"724015160325479" 1 1 2 1 3 0
"724015160325482" 2 1 2 1 3 0
"724015160325486" 4 1 2 1 3 0
"724015160325489" 4 1 1 2 3 0
"724015160325492" 3 1 2 3 3 1
"724015160325502" 2 1 1 2 3 1
"724015160325504" 1 1 2 3 3 0
"724015160325508" 4 1 2 1 3 1
"724015160325513" 1 1 2 1 3 1
"724015160325518" 4 1 2 1 3 0
"724015160325522" 4 1 1 1 3 0
"724015160325533" 4 1 2 1 3 1
"724015160325534" 4 1 2 1 3 0
"724015160325535" 4 1 2 1 3 0
"724015160325536" 4 1 1 1 3 0
"724015160325538" 4 1 2 1 3 0
"724015160325541" 1 1 1 1 3 0
"724015160325547" 4 1 1 1 3 1
"724015160325559" 4 1 2 1 3 1
"724015160325571" 4 1 2 1 3 1
"724015160325572" 4 1 2 1 3 0
"724015160325573" 4 1 2 1 3 0
"724015160325574" 4 1 1 1 3 0
"724015160325576" 4 1 2 1 3 0
"724015160325577" 1 1 2 1 3 1
"724015160325580" 4 1 2 1 3 1
"724015160325584" 3 1 1 1 3 0
"724015160325585" 1 1 1 1 3 0
"724015160325588" 4 1 2 2 3 0
"724015160325596" 1 1 2 1 3 1
"724015160325597" 1 1 2 1 3 0
"724015160325599" 4 1 2 1 3 1
"724015160325601" 4 1 2 2 3 0
"724015160325602" 1 1 2 1 3 1
"724015160325620" 1 1 1 1 3 0
"724015160325629" 4 1 2 1 3 1
"724015160325632" 1 1 2 2 3 0
"724015160325634" 4 1 2 1 3 0
"724015160325637" 3 1 2 1 3 1
"724015160325639" 1 1 1 1 3 0
"724015160325640" 2 1 2 1 3 0
"724015160325643" 3 1 2 1 3 0
"724015160325645" 1 1 2 1 3 0
"724015160325651" 3 1 1 1 3 1
"724015160325653" 4 1 1 1 3 1
"724015160325656" 4 1 2 1 3 0
"724015160325657" 2 1 1 1 3 0
"724015160325659" 3 1 2 1 3 0
"724015160325669" 4 1 1 1 3 1
"724015160325675" 4 1 2 3 3 0
"724015160325683" 1 1 2 1 3 0
"724015160325691" 4 1 2 1 3 1
"724015160325692" 4 1 1 1 3 1
"724015160325695" 1 1 2 1 3 1
"724015160325698" 3 1 2 1 3 0
"724015160325701" 4 1 2 1 3 0
"724015160325702" 4 1 2 1 3 1
"724015160325706" 1 1 2 1 3 1
"724015160325711" 1 1 2 1 3 0
"724015160325712" 1 1 2 1 3 1
"724015160325713" 1 1 2 1 3 1
"724015160325721" 4 1 1 1 3 0
"724015160325726" 1 1 1 1 3 0
"724015160325728" 1 1 2 1 3 1
"724015160325730" 1 1 2 1 3 0
"724015160325731" 4 1 2 1 3 1
"724015160325733" 2 1 1 1 3 0
"724015160325736" 1 1 2 1 3 0
"724015160325740" 4 1 2 1 3 0
"724015160325741" 1 1 1 1 3 1
"724015160325744" 1 1 2 1 3 0
"724015160325745" 2 1 1 1 3 1
"724015160325749" 4 1 2 1 3 1
"724015160325751" 3 1 1 1 3 1
"724015160325752" 1 1 2 1 3 0
"724015160325754" 4 1 2 1 3 0
"724015160325757" 1 1 1 1 3 1
"724015160325759" 4 1 1 1 3 0
"724015160325760" 4 1 2 2 3 0
"724015160325765" 1 1 2 1 3 0
"724015160325769" 4 1 1 1 3 0
"724015160325771" 1 1 1 1 3 1
"724015160325774" 4 1 2 1 3 0
"724015160325775" 3 1 2 1 3 0
"724015160325776" 4 1 2 1 3 0
"724015160325777" 1 1 2 1 3 1
"724015160325783" 2 1 2 1 3 1
"724015160325785" 4 1 1 1 3 0
"724015160325787" 1 1 1 1 3 1
"724015160325788" 1 1 2 1 3 1
"724015160325789" 1 1 2 1 3 0
"724015160325791" 4 1 2 1 3 0
"724015160325793" 2 1 1 1 3 0
"724015160325794" 1 1 2 1 3 1
"724015160325795" 1 1 2 1 3 0
"724015160325796" 1 1 2 1 3 0
"724015160325797" 1 1 1 1 3 0
"724015160325808" 4 1 1 1 3 1
"724015160325810" 1 1 2 1 3 0
"724015160325814" 4 1 1 1 3 1
"724015160325815" 4 1 2 2 3 0
"724015160325816" 2 1 2 1 3 1
"724015160325817" 1 2 1 1 3 1
"724015160325819" 4 1 1 1 3 1
"724015160325820" 1 1 2 1 3 1
"724015160325823" 1 1 2 1 3 1
"724015160325825" 2 1 2 1 3 0
"724015160325832" 1 1 2 1 3 0
"724015160325833" 4 1 1 1 3 0
"724015160325834" 1 1 1 1 3 1
"724015160325835" 4 1 2 1 3 0
"724015160325837" 2 1 1 1 3 0
"724015160325841" 1 1 2 1 3 0
"724015160325842" 4 1 2 1 3 0
"724015160325845" 1 1 2 1 3 1
"724015160325846" 2 1 2 1 3 1
"724015160325848" 1 1 2 1 3 0
"724015160325850" 2 1 2 1 3 1
"724015160325851" 1 1 2 1 3 1
"724015160325853" 3 1 2 1 3 1
"724015160325854" 1 1 2 1 3 0
"724015160325857" 4 1 2 1 3 0
"724015160325859" 2 1 2 1 3 1
"724015160325870" 2 1 1 1 3 1
"724015160325874" 2 1 2 1 3 0
"724015160325880" 2 1 1 1 3 0
"724015160325882" 2 1 2 1 3 1
"724015160325885" 4 1 2 1 3 1
"724015160325887" 4 1 2 1 3 0
"724015160325891" 3 1 1 1 3 0
"724015160325899" 1 1 2 1 3 0
"724015160325903" 4 1 2 1 3 1
"724015160325905" 2 1 2 1 3 0
"724015160325914" 3 1 2 1 3 0
"724015160325917" 2 1 2 1 3 0
"724015160325921" 4 1 2 1 3 1
"724015160325926" 4 1 2 1 3 0
"724015160325931" 4 1 2 1 3 1
"724015160325932" 1 1 1 1 3 1
"724015160325939" 1 1 2 1 3 0
"724015160325948" 1 1 1 1 3 1
"724015160325949" 1 1 2 1 3 0
"724015160325950" 1 1 2 1 3 1
"724015160325952" 1 1 2 2 3 1
"724015160325954" 4 1 1 1 3 0
"724015160325959" 4 1 2 1 3 1
"724015160325960" 4 1 2 1 3 1
"724015160325968" 4 1 2 1 3 0
"724015160325969" 1 1 2 1 3 0
"724015160325970" 4 1 1 1 3 1
"724015160325975" 4 1 2 1 3 0
"724015160325985" 2 1 2 1 3 1
"724015160325987" 1 1 2 1 3 1
"724015160325992" 2 1 2 1 3 1
"724015160325994" 4 1 2 1 3 1
"724015160325998" 3 1 2 1 3 1
"724015160326002" 4 1 2 1 3 1
"724015160326006" 1 1 2 1 3 0
"724015160326008" 1 1 2 3 3 1
"724015160326012" 1 1 1 1 3 1
"724015160326015" 4 1 1 1 3 0
"724015160326016" 4 1 1 1 3 1
"724015160326017" 1 1 2 1 3 0
"724015160326019" 1 1 2 1 3 0
"724015160326026" 4 1 2 1 3 0
"724015160326034" 1 1 2 1 3 0
"724015160326035" 2 1 1 1 3 0
"724015160326036" 4 1 2 1 3 0
"724015160326040" 4 1 1 1 3 0
"724015160326041" 4 1 2 1 3 1
"724015160326042" 1 1 1 1 3 0
"724015160326043" 1 1 2 1 3 0
"724015160326044" 4 1 2 1 3 0
"724015160326046" 1 1 2 1 3 0
"724015160326047" 1 1 1 1 3 0
"724015160326050" 1 1 2 1 3 0
"724015160326051" 4 1 1 1 3 0
"724015160326052" 1 1 2 1 3 0
"724015160326055" 1 1 2 1 3 1
"724015160326060" 4 1 2 1 3 0
"724015160326061" 1 1 1 1 3 0
"724015160326064" 1 1 2 1 3 0
"724015160326065" 4 1 2 1 3 0
"724015160326067" 1 1 2 1 3 0
"724015160326075" 4 1 2 1 3 0
"724015160326077" 4 1 2 1 3 0
"724015160326080" 1 1 1 1 3 0
"724015160326101" 1 1 1 1 3 0
"724015160326105" 1 1 1 1 3 1
"724015160326107" 1 1 1 1 3 0
"724015160326109" 1 1 2 1 3 1
"724015160326111" 4 1 2 1 3 1
"724015160326113" 4 1 2 1 3 0
"724015160326117" 1 1 2 1 3 0
"724015160326125" 4 1 2 1 3 0
"724015160326127" 4 1 2 1 3 0
"724015160326130" 1 1 2 1 3 0
"724015160326132" 4 1 2 1 3 0
"724015160326140" 3 1 2 1 3 1
"724015160326141" 1 1 2 1 3 0
"724015160326145" 4 1 2 1 3 1
"724015160326147" 3 1 2 1 3 1
"724015160326151" 1 1 2 1 3 1
"724015160326152" 1 1 1 1 3 1
"724015160326154" 3 1 2 1 3 1
"724015160326156" 1 1 2 2 3 1
"724015160326158" 1 1 2 1 3 0
"724015160326160" 1 1 2 1 3 1
"724015160326162" 3 1 2 1 3 1
"724015160326166" 1 1 1 1 3 1
"724015160326170" 4 1 2 1 3 1
"724015160326172" 1 1 1 1 3 1
"724015160326180" 4 1 2 1 3 1
"724015160326181" 4 1 2 1 3 0
"724015160326182" 1 1 2 1 3 1
"724015160326185" 2 1 2 1 3 0
"724015160326186" 3 1 2 1 3 1
"724015160326189" 1 1 1 1 3 1
"724015160326193" 1 1 2 1 3 0
"724015160326194" 1 1 1 1 3 1
"724015160326207" 4 1 1 1 3 0
"724015160326208" 2 1 2 1 3 1
"724015160326209" 3 1 1 1 3 0
"724015160326212" 1 1 2 1 3 1
"724015160326216" 1 1 2 1 3 0
"724015160326217" 3 1 1 1 3 1
"724015160326221" 3 1 1 1 3 0
"724015160326222" 4 1 1 1 3 1
"724015160326224" 3 1 2 1 3 0
"724015160326226" 1 1 2 1 3 0
"724015160326228" 3 1 2 1 3 0
"724015160326229" 4 1 2 1 3 1
"724015160326237" 4 1 2 1 3 1
"724015160326245" 1 1 1 3 3 1
"724015160326246" 4 1 2 1 3 0
"724015160326248" 1 1 1 1 3 1
"724015160326249" 4 1 1 1 3 0
"724015160326252" 4 1 2 1 3 0
"724015160326254" 4 1 1 1 3 1
"724015160326262" 1 1 2 1 3 1
"724015160326270" 3 1 2 1 3 1
"724015160326275" 4 1 1 1 3 0
"724015160326277" 4 1 2 1 3 1
"724015160326284" 1 1 1 2 3 1
"724015160326288" 1 1 1 1 3 0
"724015160326291" 1 1 2 1 3 1
"724015160326298" 1 1 2 1 3 1
"724015160326302" 4 1 2 1 3 1
"724015160326306" 4 1 2 1 3 1
"724015160326321" 4 1 2 1 3 1
"724015160326330" 4 1 2 1 3 1
"724015160326332" 4 1 2 1 3 1
"724015160326336" 1 1 1 1 3 1
"724015160326337" 1 1 2 1 3 1
"724015160326338" 1 1 2 1 3 0
"724015160326346" 1 1 2 1 3 1
"724015160326348" 4 1 1 1 3 0
"724015160326351" 2 1 1 2 3 0
"724015160326352" 4 1 2 1 3 1
"724015160326353" 3 1 2 1 3 0
"724015160326357" 4 1 2 1 3 0
"724015160326362" 4 1 2 1 3 1
"724015160326363" 4 1 2 1 3 0
"724015160326366" 1 1 2 1 3 1
"724015160326367" 4 1 1 1 3 1
"724015160326369" 1 1 1 3 3 1
"724015160326372" 1 1 1 1 3 1
"724015160326373" 2 1 1 1 3 1
"724015160326375" 1 1 2 1 3 1
"724015160326378" 2 1 1 1 3 0
"724015160326387" 4 1 1 1 3 1
"724015160326389" 1 1 2 1 3 1
"724015160326390" 1 1 2 1 3 1
"724015160326391" 4 1 2 1 3 1
"724015160326399" 4 1 1 1 3 0
"724015160326402" 4 1 1 1 3 0
"724015160326404" 2 1 2 1 3 0
"724015160326405" 2 1 2 1 3 0
"724015160326411" 1 1 2 1 3 1
"724015160326416" 1 1 2 1 3 1
"724015160326420" 1 1 2 1 3 1
"724015160326421" 1 1 2 1 3 1
"724015160326426" 4 1 2 1 3 0
"724015160326432" 4 1 1 1 3 1
"724015160326433" 4 1 1 1 3 1
"724015160326438" 1 1 2 1 3 1
"724015160326439" 2 1 2 1 3 0
"724015160326442" 1 1 2 1 3 0
"724015160326455" 1 1 2 1 3 0
"724015160326456" 2 1 2 1 3 0
"724015160326457" 4 1 2 1 3 1
"724015160326461" 4 1 2 1 3 0
"724015160326478" 3 1 2 3 3 1
"724015160326480" 4 1 2 1 3 1
"724015160326482" 4 1 2 1 3 1
"724015160326501" 1 1 2 1 3 0
"724015160326505" 1 1 2 1 3 1
"724015160326507" 4 1 1 2 3 0
"724015160326508" 4 1 1 2 3 1
"724015160326512" 4 1 2 1 3 0
"724015160326520" 4 1 1 2 3 1
"724015160326532" 1 1 1 1 3 1
"724015160326535" 1 2 1 1 3 1
"724015160326536" 2 1 1 1 3 1
"724015160326542" 1 1 1 1 3 0
"724015160326552" 4 1 1 1 3 1
"724015160326569" 1 1 1 1 3 1
"724015160326572" 4 1 1 1 3 1
"724015160326575" 1 1 2 1 3 1
"724015160326581" 4 1 2 1 3 1
"724015160326585" 2 1 1 1 3 1
"724015160326587" 1 1 2 1 3 1
"724015160326588" 3 1 2 2 3 1
"724015160326596" 4 1 2 1 3 0
"724015160326598" 1 1 2 1 3 1
"724015160326609" 2 1 2 1 3 1
"724015160326618" 4 1 1 1 3 1
"724015160326621" 4 1 1 1 3 1
"724015160326623" 2 1 2 1 3 1
"724015160326625" 4 1 1 1 3 1
"724015160326632" 2 1 1 1 3 0
"724015160326642" 4 1 1 1 3 1
"724015160326649" 1 1 2 1 3 1
"724015160326651" 1 1 1 1 3 1
"724015160326661" 4 1 1 1 3 1
"724015160326668" 3 1 1 2 3 1
"724015160326670" 1 1 2 1 3 0
"724015160326671" 1 1 1 3 3 1
"724015160326674" 4 1 1 1 3 0
"724015160326681" 4 1 2 1 3 0
"724015160326689" 4 1 1 2 3 1
"724015160326690" 4 1 2 3 3 0
"724015160326692" 4 1 1 1 3 0
"724015160326700" 1 1 2 1 3 1
"724015160326702" 4 1 2 1 3 1
"724015160326706" 2 1 2 1 3 0
"724015160326711" 2 1 1 1 3 0
"724015160326719" 1 1 1 1 3 1
"724015160326724" 4 1 2 2 3 1
"724015160326725" 4 1 2 1 3 1
"724015160326728" 4 1 2 1 3 0
"724015160326732" 3 1 2 1 3 0
"724015160326738" 1 1 1 3 3 1
"724015160326746" 1 1 2 1 3 1
"724015160326748" 4 1 2 1 3 1
"724015160326751" 4 1 2 1 3 0
"724015160326753" 1 1 1 1 3 0
"724015160326767" 4 1 1 1 3 1
"724015160326768" 4 1 2 2 3 1
"724015160326775" 2 1 1 1 3 1
"724015160326776" 4 1 1 1 3 0
"724015160326778" 4 1 2 1 3 1
"724015160326793" 4 1 1 1 3 1
"724015160326801" 4 1 2 1 3 0
"724015160326807" 4 1 2 1 3 1
"724015160326810" 1 1 2 1 3 0
"724015160326835" 1 1 2 1 3 0
"724015160326838" 1 1 1 1 3 1
"724015160326843" 4 1 2 1 3 0
"724015160326853" 3 1 1 2 3 1
"724015160326854" 2 1 2 1 3 0
"724015160326855" 1 1 1 1 3 1
"724015160326856" 4 1 2 1 3 1
"724015160326859" 1 1 2 1 3 0
"724015160326861" 1 1 2 1 3 1
"724015160326862" 3 1 2 1 3 1
"724015160326864" 4 1 2 1 3 1
"724015160326866" 3 1 2 1 3 1
"724015160326868" 4 1 2 1 3 1
"724015160326870" 1 1 1 1 3 1
"724015160326874" 3 1 1 1 3 1
"724015160326875" 4 1 2 3 3 1
"724015160326877" 4 1 2 1 3 0
"724015160326879" 1 1 2 1 3 0
"724015160326880" 1 1 1 1 3 1
"724015160326882" 4 1 1 1 3 1
"724015160326886" 1 1 2 1 3 1
"724015160326891" 3 1 2 1 3 0
"724015160326894" 1 1 1 1 3 1
"724015160326899" 3 1 1 1 3 1
"724015160326908" 1 1 2 1 3 0
"724015160326910" 4 1 2 1 3 0
"724015160326917" 1 1 2 1 3 1
"724015160326918" 2 1 2 1 3 1
"724015160326928" 4 1 2 1 3 0
"724015160326937" 1 1 2 1 3 0
"724015160326947" 1 1 2 1 3 0
"724015160326951" 1 1 2 1 3 0
"724015160326956" 1 1 2 1 3 1
"724015160326959" 4 1 1 1 3 1
"724015160326967" 4 1 2 1 3 1
"724015160326968" 4 1 2 1 3 1
"724015160326971" 1 1 2 1 3 0
"724015160326973" 1 1 1 1 3 0
"724015160326975" 3 1 2 1 3 1
"724015160326980" 1 1 2 1 3 1
"724015160326981" 1 1 2 1 3 1
"724015160326985" 4 1 2 3 3 0
"724015160326989" 1 1 1 1 3 1
"724015160326996" 1 1 2 1 3 1
"724015160326997" 1 1 2 1 3 0
"724015160327003" 1 1 2 2 3 1
"724015160327004" 3 1 2 1 3 1
"724015160327005" 4 1 1 1 3 0
"724015160327007" 4 1 2 1 3 1
"724015160327008" 1 1 1 1 3 1
"724015160327012" 1 1 2 1 3 1
"724015160327016" 1 1 2 1 3 1
"724015160327026" 1 1 2 1 3 1
"724015160327027" 4 1 1 1 3 1
"724015160327029" 4 1 2 1 3 1
"724015160327031" 2 1 2 1 3 1
"724015160327033" 1 1 2 1 3 1
"724015160327037" 1 1 2 2 3 1
"724015160327038" 1 1 2 2 3 0
"724015160327044" 4 1 2 1 3 1
"724015160327045" 3 1 2 1 3 1
"724015160327049" 1 1 2 1 3 1
"724015160327071" 4 1 1 1 3 1
"724015160327073" 1 1 2 1 3 0
"724015160327074" 3 1 2 1 3 0
"724015160327083" 4 1 2 1 3 0
"724015160327084" 4 1 2 1 3 0
"724015160327090" 3 1 2 1 3 0
"724015160327100" 3 1 2 2 3 1
"724015160327101" 1 1 2 1 3 0
"724015160327103" 4 1 2 1 3 0
"724015160327126" 1 1 2 1 3 0
"724015160327130" 1 1 1 1 3 1
"724015160327134" 1 1 2 1 3 1
"724015160327150" 4 1 2 1 3 0
"724015160327158" 4 1 2 1 3 1
"724015160327159" 4 1 1 1 3 1
"724015160327161" 3 1 1 1 3 0
"724015160327163" 4 1 2 1 3 0
"724015160327190" 4 1 1 1 3 0
"724015160327192" 2 1 2 1 3 1
"724015160327193" 1 1 2 1 3 1
"724015160327201" 4 1 2 1 3 0
"724015160327203" 4 1 1 1 3 1
"724015160327205" 1 1 1 3 3 1
"724015160327214" 1 1 2 1 3 1
"724015160327221" 4 1 2 1 3 1
"724015160327282" 1 1 2 1 3 0
"724015160327297" 4 1 1 1 3 0
"724015160327298" 1 1 1 1 3 0
"724015160327299" 1 1 2 1 3 0
"724015160327321" 1 1 2 2 3 0
"724015160327329" 1 1 1 1 3 1
"724015160327343" 4 1 2 1 3 1
"724015160327348" 1 1 2 2 3 1
"724015160327357" 1 1 2 1 3 1
"724015160327360" 2 1 1 1 3 1
"724015160327363" 3 1 2 1 3 1
"724015160327365" 2 1 1 1 3 1
"724015160327370" 1 1 2 1 3 1
"724015160327387" 2 1 2 1 3 1
"724015160327391" 4 1 2 1 3 1
"724015160327405" 3 1 2 1 3 1
"724015160327406" 4 1 2 1 3 1
"724015160327417" 1 1 2 1 3 0
"724015160327430" 2 2 2 1 3 1
"724015160327435" 1 1 2 1 3 1
"724015160327444" 1 1 1 1 3 0
"724015160327468" 4 1 2 1 3 1
"724015160327473" 2 1 1 1 3 1
"724015160327493" 4 1 1 1 3 0
"724015160327504" 2 1 2 1 3 1
"724015160327512" 1 1 2 1 3 1
"724015160327513" 3 1 2 1 3 0
"724015160327516" 1 1 1 3 3 1
"724015160327517" 4 1 2 2 3 1
"724015160327527" 1 1 2 3 3 1
"724015160327531" 1 1 1 1 3 1
"724015160327542" 4 1 2 1 3 0
"724015160327556" 2 1 1 1 3 1
"724015160327559" 1 1 2 1 3 1
"724015160327560" 4 1 2 1 3 1
"724015160327584" 2 1 2 1 3 1
"724015160327607" 4 1 1 1 3 0
"724015160327644" 1 1 1 1 3 0
"724015160327715" 1 1 2 1 3 0
"724015160327716" 4 1 2 1 3 0
"724015160327722" 4 1 2 2 3 0
"724015160327730" 4 1 2 2 3 0
"724015160327738" 4 1 2 1 3 0
"724015160327744" 1 1 1 1 3 0
"724015160327749" 4 1 2 2 3 1
"724015160327896" 4 1 2 1 3 1
"724015160327913" 3 1 2 1 3 1
"724015160327959" 2 1 2 3 3 0
"724015160327993" 2 1 2 3 3 0
"724015160328007" 2 1 2 1 3 1
"724015160328020" 2 1 2 3 3 0
"724015160328029" 4 1 1 1 3 0
"724015160328032" 1 1 2 1 3 0
"724015160328064" 3 1 2 2 3 1
"724015160328151" 4 1 1 1 3 0
"724015160328200" 4 1 2 1 3 1
"724015160328207" 2 1 2 1 3 0
"724015160328208" 4 1 1 1 3 0
"724015160328211" 4 1 2 1 3 0
"724015160328212" 2 1 2 1 3 0
"724015160328225" 4 1 2 1 3 0
"724015160328227" 4 1 2 1 3 1
"724015160328244" 4 1 2 1 3 1
"724015160328250" 1 1 2 1 3 0
"724015160328252" 1 1 2 1 3 1
"724015160328253" 4 1 1 2 3 0
"724015160328260" 3 1 1 1 3 0
"724015160328307" 3 1 1 2 3 0
"724015160328340" 2 1 2 1 3 0
"724015160328360" 1 1 1 1 3 1
"724015160328396" 1 1 1 1 3 0
"724015160328447" 4 1 2 3 3 1
"724015160328495" 3 1 2 1 3 1
"724015160328502" 4 1 2 2 3 1
"724015160328518" 3 1 2 1 3 0
"724015160328527" 2 1 2 1 3 1
"724015160328575" 3 1 2 1 3 1
"724015160328627" 3 1 2 1 3 1
"724015160328647" 1 1 1 3 3 1
"724015160328656" 1 1 2 1 3 1
"724015160328673" 2 1 2 1 3 0
